R7n9Q28F5t0,[120:180],[147.12:160.06],The women giving some small piece to the dog at white cloth kept with transparent bowl
ytc2IYsV2Jg,[120:180],[131.87:140.7],The women is at garden area and describing about clothes an this vedio clipping
fpvREUwkJcc,[120:180],[120.0:135.91],"Two women make sausage rolls, they then use scissors to cut the roll into smaller pieces."
HML9mSDyB6I,[60:120],[60.0:80.78],Man explains the first steps in making a paper airplane.
_CLIWz0_j4E,[180:240],[192.91:206.12],The woman told that she is going to bake the oats.
n39vGznrLN0,[60:120],[60.0:65.18],The boy blows bubbles with his bubble gum.
lLNBSenzIdA,[120:180],[171.25:181.74],The woman cut a fringe on the bottom of the cloths and started to tie knots.
44vC_F2o5VY,[120:180],[147.12:169.92],Two men perform a blind taste test on two ice cream brands' vanilla bean flavor.
DuWYolUJ8RQ,[0:60],[0.6:21.31],The man is talking about a trailer and water tank
Sai8pcnVQBY,[60:120],[99.54:120.36],A man describes about the benefits of lemon juice
pol6OD08RAE,[120:180],[127.15:146.47],The woman mixes the bowl and layers the recipe over her tray
CaizwPJKrdo,[120:180],[120.0:134.92],The woman is showing how to blow up a balloon.
-6Qa07a3xQg,[120:180],[121.23:125.84],The boy is holding the fidget spinner.
Nh41CbxWDzQ,[120:180],[122.4:132.01],The woman wearing black color tshirt
UiEO12RWMAY,[0:60],[12.01:17.71],the boy wear a paper hat in this video
slTcTHIZXa4,[120:180],[137.05:151.67],In this vedio clipping they explaining the procedure of paper craft making
Brn3jTrcFXM,[60:120],[62.46:79.08],A cook pulses ingredients in a food processor.
a-l3o5Ii-pA,[60:120],[76.94:99.62],the man in the water.
NKY4FcMI-lc,[120:180],[147.4:154.41],A metal ring is being heated up by a blow torch.
M6jvvO9sogY,[0:60],[34.82:52.52],The woman saying that its dark and cozy also showing some drink
idOKFJN9wtQ,[60:120],[102.92:119.12],Man cuts vegtables and bread into blender for recipe
ytjE4GNPe_s,[0:60],[18.9:24.0],the woman cut a freezer paper in this video
cGeDpmm_gYY,[60:120],[60.0:68.84],two children are playing
ye05xAWK0IE,[60:120],[72.08:85.08],"A man prepares a vanilla sauce, putting it through a strainer."
hVlpXvenkqU,[0:60],[38.12:42.32],The lady is holding the needle and the thread.
Zh1AHsAJQQI,[60:120],[66.34:74.5],The man i mixing ingredients with a electric beater
UiEO12RWMAY,[180:240],[191.61:202.55],The boy asked the viewers to hit a like and subscribe.
slTcTHIZXa4,[60:120],[62.74:66.71],The person in the video folds the piece of paper in half.
gah4Jwx1Vhc,[180:240],[180.31:188.6],A woman's tongue with gum on it and instructions underneath.
ZYdqIvIF9ZQ,[60:120],[95.95:108.75],"A man uses a spoon to scrape a fluid into a blender, tapping the spoon at the end."
pNY3qIRk6Os,[120:180],[120.0:125.31],woman in black shirts places mug near wooden box
T_0MaD_ud5s,[180:240],[180.0:190.45],"Bags icing on top of a counter then shows white, red and blue icing bags."
dq8sW2buC4o,[120:180],[170.76:180.07],The mix is laid out into a square pan.
sm1dYW3cXjc,[0:60],[23.4:44.7],The woman show on the software option.
gb5gZJsJG5M,[0:60],[0.0:12.3],The man takes the cap and knot off the valve and lets the air out of the tire .
Q9ZfqLJXdGM,[0:60],[38.7:45.3],The person sitting on the driver side of car takes a sip of drink using straw
dK2axXSY53g,[180:240],[198.51:216.4],The man swimming the see and explane the see fishes.
ai6DSFZKK0w,[0:60],[24.61:30.01],The man uses a brush to put oil on a raw steak.
l7yiLi3aQ2M,[0:60],[0.0:5.7],The introductory video for the series being shown.
TrjPDxtyHqQ,[0:60],[0.0:6.3],"The man talks animatedly with his hands, explaining what he is about to cook."
kYKYERBgh3w,[0:60],[0.0:10.2],man is talking while an illustration of man flying kite is shown on screen
EQsKzyrqcfI,[0:60],[24.31:39.62],A woman folds a square of fabric and places it onto another square.
lMYwgWp-6bU,[60:120],[72.07:87.85],The man cutting cucumber and green leaves using knife
cjHJOzRGgcc,[60:120],[76.72:79.51],The person in the video glues the eyes onto the plate.
gpvTV3h2zI4,[180:240],[180.0:191.7],The man drills two holes into the wheel tyre.
nVuBphWQqXs,[0:60],[0.0:28.8],The man is showing a tutorial on how to convert a bitmap to a vector file.
rmnxZLAYDTQ,[60:120],[99.05:122.48],Vanilla bean seeds and pods are combined with vodka in a mason jar to make vanilla extract.
ADBOZAi4c8g,[180:240],[199.74:208.38],All the ingredients needed to make the recipe.
AxsaRJg4uXM,[120:180],[122.11:126.65],man is patting down the meat that's on the plate with hands while wearing gloves
6nkyZjlylD4,[60:120],[76.01:107.71],"Craft is a form of making which generally produces an object that has a function: such as something you can wear, or eat or drink from."
lwNVQauKfX4,[0:60],[0.0:33.62],The man is explaining about the computer mouse.
x13EXQrnK24,[0:60],[0.0:7.2],A cardboard castle photo and a description saying they'll make it.
o6J3Y-wKoUA,[60:120],[82.11:99.93],"A woman spreads out a quilt she has sewn, gesturing to each separate tile."
fpMjCkrFfBk,[60:120],[77.98:91.7],A woman discusses ingredients for a healthy drink.
ut58drXR6hM,[120:180],[149.64:156.6],man with a Jamaican accent puts a scoop of ice cream into plastic blender container
D6EYBwxF8Rg,[180:240],[180.0:204.09],Man fills and folds susage rolls then shows the final product
D6EYBwxF8Rg,[180:240],[204.09:228.18],Man fills and folds susage rolls then shows the final product
E0tA3YOnsGg,[60:120],[90.18:97.49],"To give the brownies a sweet taste, adding maple syrup to the mix."
aW-vMnq9e9k,[0:60],[15.3:46.51],she tells ingredients to prepare a food
n_urEMcdr0s,[0:60],[20.4:40.8],The woman showing the cutting the dish and mixed to the all other.
maVkQlItOe0,[0:60],[23.41:33.92],Three new flavors of frappuccino from Starbucks are introduced.
ADBOZAi4c8g,[0:60],[0.0:5.7],Displaying some food products to make a smoothie with.
dM8jhP-K1GE,[0:60],[50.7:56.1],The woman poured liquid into the bowl
v5tJBLfeurU,[120:180],[120.0:123.41],The man adds an ice cube to the glass.
oweW948dKVM,[60:120],[60.0:72.8],The man moves the screw around in his hand.
KHbesH6B5QI,[60:120],[80.76:93.15],The man talk about for the car wheel change and instruction.
OV3jNXy3Mn0,[0:60],[20.1:35.7],A person sews a pattern using a machine and a pin.
0rUGyLr93T8,[60:120],[99.71:110.79],In this video clipping the woman inserting thread to the fan shaped craft.
BebhLz-r07I,[120:180],[120.0:141.68],The woman put some bread on the pan and cooked it.
D_xrRciASS4,[120:180],[120.92:125.55],the woman write a preparation methods of brownie mix with a pen
d-6jCaBXFkw,[180:240],[220.54:240.06],A person folds a large piece of paper into a whimsical hat
lcraIOkc2ZU,[0:60],[18.6:40.8],A man entertains an audience by blowing cigarette smoke into bubbles.
xioyDXBWBNo,[60:120],[65.53:77.96],A woman shows how to preform a specialty sewing knot.
D-38Rhg1JQg,[0:60],[0.0:17.1],the man make apple juice and expalin how to prepare.
Jca1Iamvqfw,[0:60],[39.9:56.4],The man is explainning about fruit drink making
Ywlh_i7SU4Q,[60:120],[60.0:73.18],THE WOMAN EXPLAINED ABOUT WATERMELON USES
4vhcOwVBDO4,[180:240],[199.83:226.07],The man faster to the making food.
epO3fhpbRKY,[60:120],[87.17:97.97],Finely chopped vegetables are added to a bowl as a topping.
p6hdcFrfa_g,[60:120],[65.7:81.01],The lady is wrapping a cloth
lnHRnJWXWX4,[120:180],[136.65:153.91],A woman works on sewing on a board.
H9UoLHU8mbU,[120:180],[120.0:131.99],The woman is going to show how to make a mix from her recipe.
XbCRpjDyztw,[60:120],[100.85:104.54],peanut butter and jelly balls recipe
aCmu75J9bAU,[120:180],[150.34:181.3],THE WOMAN GRINDED THE CUBES INTO POWDER AND TRANSFER INTO BOWL AND CHOPPED ALMONDS WERE PUT ON HE BOWL
q7ajmr2o02s,[120:180],[140.71:167.12],the two girl testing the scoop ice.
O17a4LrqdPU,[0:60],[16.8:45.0],The woman explane checke remody.
8eMA90XOi2g,[60:120],[91.81:96.61],The person is adding liquid into the jar with the dropper.
q8Q_OmKl7Xk,[0:60],[15.01:34.365],she preparing some foods with  oats add explain it
q8Q_OmKl7Xk,[0:60],[34.365:53.72],she preparing some foods with  oats add explain it
oJnqydu8znA,[60:120],[102.48:107.71],the man describes about the some animation video
YJAqn4racCw,[60:120],[94.1:106.72],A young girl uses her hands to hold her chewing gum as she blows a bubble.
dlvctqpRh9U,[60:120],[87.74:92.31],The girl is handling the glow sticks.
ANYGyGKmu5s,[180:240],[188.82:203.42],The woman took the the nice fine shread and put it into a bowl.
_nQrvnn3eqA,[180:240],[180.0:204.13],"The man adds vegetables, mixed seasoning, paprika to the bowl"
MhCZHxM7hUA,[60:120],[77.76:82.97],A woman garnishes a bowl of oatmeal with sliced strawberries.
DBqPE7-mq64,[120:180],[125.41:144.78],a lady tell about machine and how it works and use
DBqPE7-mq64,[120:180],[144.78:164.15],a lady tell about machine and how it works and use
fEGt47E2hEk,[180:240],[181.86:192.69],A woman uses a spatula to push batter through the holes in a sieve.
PMNB_x7hpkM,[0:60],[24.31:35.72],The man added vineager to the sponge and rubbing the floor with it  on this video.
APWtNgE6gKc,[60:120],[70.5:75.31],The man is putting ingredients into the jar.
ci2X5WRPg-Q,[60:120],[86.78:99.71],The man describing about an big mutton piece on this video clipping.
ZTysvQLbkX0,[120:180],[131.36:153.67],she teach about hand made arts and works and preparing materials
ia_6btLEutM,[60:120],[100.52:120.02],man tell about nutrition facts and foods
2fOHSTki4uk,[180:240],[180.0:187.2],The user increases the contrast and presses enter.
vjTGJJfXWR4,[60:120],[88.32:102.04],The host sews a thread across a thick piece of fabric.
OEQ-1-jgyys,[120:180],[145.79:153.15],The man inspects and shows a piece of glow stick that is still in its packaging.
wFnAY7zhVmg,[60:120],[60.31:69.64],The women taking the gold pressed granny smith apple to mix well in the salad.
ZTysvQLbkX0,[0:60],[0.0:32.41],The woman is making the potpourri hat for mother's day.
_8zu2TEniRk,[180:240],[180.0:185.4],The chef cuts the brownie out of the pan.
FFItCn4zvas,[0:60],[46.8:53.1],The man inserts a pan containing fruits into the grill.
2fOHSTki4uk,[0:60],[0.0:6.3],A computer screen is being shown.
T-KYko8bELE,[120:180],[130.01:143.84],The man making the ice cream and tested.
cu3bHikL7iM,[180:240],[185.17:210.72],The guy shows two glass bottle juice that he drink.
izKgZO7Dnrg,[0:60],[11.1:40.21],"a lady tar red mill cover,and put in a pan for making some dish"
Gzzv1dCMWpk,[60:120],[67.5:72.0],the lady stirred the mixture in this video
n39vGznrLN0,[180:240],[194.99:209.98],The boy taking the self video to sharing the info.
Wg3PK3RlnIk,[180:240],[218.9:223.72],A person adds ingredients into the bowl of a standing mixer.
Arn8ExQ2Gjg,[60:120],[67.69:72.0],the man describes about the computer keyboard functions
M6jvvO9sogY,[60:120],[64.6:74.4],the woman is talking while in front of the television playing a chimney fire
zvxyLFmQguM,[180:240],[183.12:188.42],The kid picks up the paper and briefly flips it over.
5XodIPm2kLw,[120:180],[130.69:164.58],A man describes about screw driver
VpHTPnrYLzQ,[120:180],[147.0:152.46],The person in the video uses her right hand to pull the middle string towards the camera.
2OYUOh5SnU8,[60:120],[66.39:69.24],The cook heats up the ingredients until it reaches 80 degrees celcius.
AM5gMyk_fsE,[120:180],[120.0:127.13],Man is knocking on door several times while saying penny and occupant responds back with sheldon
vg_6LjW2MkA,[60:120],[77.52:87.97],The man describing about an flash and fire sparks on this vedio clipping
Y5r-EUwMUSg,[180:240],[183.39:186.48],Meat is being cooked in the pan.
T3gQZLpfgMI,[120:180],[158.14:179.97],The lady is mixing the six eggs by adding  sugar and coffee
zGgE3B40ySY,[60:120],[60.0:68.05],Person is folding a white piece of paper using both hands
mgwZ9akSpTI,[120:180],[120.0:127.37],The woman scoops the porridge out of the metal pot and places it onto the white place.
xMn5gYrwpiM,[120:180],[120.0:133.55],The woman is showing how she sews for her quilt process.
dYyIcE0aqqo,[0:60],[50.7:60.0],The woman gives an explanation of the recipe while standing behind the ingredients.
5PXBS4MPB4k,[0:60],[12.6:18.3],the woman sliced the banana in to small pieces by using knife
qJKpbG6XJS4,[0:60],[18.31:22.51],the man shows the lemon in this video
vDJ1UAkrTcA,[120:180],[133.22:140.73],The man is using scissors to adjust a hat
bQlNVwQL684,[120:180],[132.04:145.62],THAT MAN IS EXPLAING ABOUT COMPUTER TOOL BARS.
JuF21QsTRzg,[0:60],[30.3:49.5],The chef preparing the simple dish with apple and blackberry.
HBoAoYU275s,[180:240],[225.48:229.79],The man is preparing a smoothie.
D6QCxPnauLQ,[60:120],[101.76:117.0],The woman crushed the paper and inserted it on the basket for decoration.
xRBR13RgNVg,[60:120],[60.0:93.22],the man is describing the texture and smell of the two different meats
ZIWOfh_UjUE,[60:120],[77.95:88.0],The women blended the cream in bowl and added frozen red berries to it.
VpHTPnrYLzQ,[180:240],[201.01:216.91],People show to play a yarn game and its different techniques.
Al5py0kiHvE,[60:120],[60.0:73.93],The woman is cutting up butter and buts for her recipe.
OEQ-1-jgyys,[0:60],[52.52:60.03],A man is giving a talk while sitting in an office armchair in an office.
WDaU-4m710M,[0:60],[35.1:45.9],Using different colors on a computer image to show the different terrains of the image.
spv5Iq6FDtA,[0:60],[7.5:12.01],Th chef was making dish is quick roasted beets
KXRoJil9K1A,[60:120],[60.0:81.31],THE WOMAN MAKING A CRAFT BY USING GIFT COVERS
AmavVWNof3w,[0:60],[4.8:10.5],The person in the video picks up a piece of origami from the table and holds it in front of the camera.
Ug7DjT8mYH4,[0:60],[33.62:41.42],A woman in a blue apron stands in front of three brightly colored lockers.
xiok6XFxRS8,[180:240],[233.84:241.88],A black moose clip art is being reposition on the canvas of an editing software.
ZraBVkeaivo,[60:120],[60.0:63.76],A light bulb socket is being installed into a basket.
g2XX6R8piE8,[0:60],[0.6:12.3],THAT WOMAN EXPLAIN THE SOME DISH.
SFzuPDjg4bg,[0:60],[7.2:11.1],The woman introduces the video by saying hello
TYSQS9qsJtY,[120:180],[120.0:150.02],A woman preparing her breakfirst
R4ossxHiHLs,[60:120],[68.36:73.62],the person cut the blue color paper and then draw with pencil
UK5GLF1lrcY,[0:60],[19.81:30.91],"A man adds ingredients to a blender for a smoothie - man, how come I never get to try some of it?"
jEqs54-Za50,[120:180],[149.23:169.02],The maked frish juse to fruits .
fFMn_8xyPyk,[60:120],[73.85:82.78],The woman chopped up the ginger into small cubes.
gmjX3QjTaHQ,[0:60],[13.8:17.7],The cartoon hand points to the red cartoon paper.
6Tp0jUi6qZk,[180:240],[180.31:185.88],the woman wearing a yellow color dress in this video
W8X2G58OP5w,[0:60],[15.01:28.81],THAT WOMEN SPEAKING ABOUT LIONS.
Vyd8gjJRMYw,[0:60],[6.9:21.61],A man and woman are discussing a packaged product they are about to test.
EoyWwQSwpHI,[120:180],[152.36:162.04],The two girls are so happy had more fun enjoying by laughing on this video
Ma7nvz5rhDs,[0:60],[2.1:12.3],A vegetable oats Upma recipe is demonstrated for breakfast.
mpnHcEr7yEA,[180:240],[216.43:228.06],THAT WOMEN EATING SOME DISH.
nqe4y2amVNU,[60:120],[76.57:89.23],A man blends ingredients together in preparation for ice cream - the finished product looks great!
jV4SUW4OTMo,[0:60],[48.92:54.32],The woman adds six egg yolks to a large bowl.
_3M8MT2heBE,[60:120],[78.91:104.12],The man given the tips for the juices.
teDntqo0KhQ,[60:120],[60.0:71.68],Uses a mortar and pestle to grind the items then adds some course salt into the mortar before continuing to grind.
5cmSr7o4wOM,[120:180],[142.45:156.4],The man showing lemon and some food items
F7odsJ3RKVU,[60:120],[101.81:114.72],A cook scoops brownie mix into a lined muffin tin.
LeUuiyG_iSI,[180:240],[209.96:226.01],A person uses tongs to move pieces of meat inside a pressure cooker.
9po8GkIMpyM,[120:180],[132.18:144.05],A woman enjoys vanilla ice cream from a name brand ice cream company.
IlHAqKGsNIY,[0:60],[22.5:38.1],A man in his kitchen prepares to make something extra tasty.
aKF2cH8H0c0,[120:180],[124.62:139.2],The women transfers the finished smoothie from the blender into the jar with the spatula.
B88ZR3hzlfI,[60:120],[65.54:76.62],The woman folds over the paper then smooths it over.
Ucn-XYYKebQ,[180:240],[208.67:214.28],Whipping together ingredients into a porridge style dish.
gC5h-UakHj0,[180:240],[180.0:194.69],The man is going to explain how to make crumble mix with his recipe.
2zqURhOQROg,[180:240],[180.3:184.56],man pours eggs from carton into metal pot on stove
6SEK_k1xVlQ,[120:180],[140.26:162.34],The man working for the drying with a towel in the hanging to dry.
f7IzHCQdAqc,[120:180],[123.36:127.93],the man wearing a black color hand gloves in this video
0rjyQbtBjuU,[60:120],[84.2:87.52],The man removes the vanilla pod from the pot of simmering liquid with a knife.
iKEkvM8FBOQ,[60:120],[88.28:95.97],The woman marks a large X shape on the wooden board with the pen and ruler.
kgIBamQUXFs,[0:60],[1.5:28.665],How to use a basket muzzle on dog
kgIBamQUXFs,[0:60],[28.665:55.83],How to use a basket muzzle on dog
NjwP9gfDFqQ,[120:180],[163.52:165.32],man places glowsticks into cooler containing ice to light up cooler
9viHgf0jeIE,[60:120],[60.0:81.29],The woman cuts two pieces of construction paper to make a beak and feathers for a turkey.
0ZgbZX8hR7E,[0:60],[3.9:26.71],the lady is making oat meals in quick time
9IKG6vMPPaU,[60:120],[110.42:118.22],they put tomatoes over the onion
9c6mNjFG6D4,[180:240],[194.91:218.65],"The man squeezes lemon juice into a bowl, then cuts ,cores, and slices an apple into thin strips."
xgW8mTn3Mcg,[0:60],[8.1:27.9],All the parts needed to fix your bike.
ETaGSRe0Ejc,[0:60],[0.0:2.7],a black woman blows a bubble gum bubble until it pops in her mouth
Il2qSv-lWtE,[120:180],[155.32:174.81],"The woman sew fabric together and ironed it,"
RylhW_NzYEE,[60:120],[90.93:97.18],the woman describes about the jimmy dean in this video
kPqIH6iu5v8,[120:180],[147.74:156.58],THE WOMEN EXPLAIN THE CIRCLES.
tSMLk_zGzf4,[120:180],[143.15:152.11],"The man points his finger to points on the paper, then folds diagonally in half."
qVN7Nur1Iek,[0:60],[12.6:22.5],I loaded that into my funnel bowl. I took a picture and then i will post it to my blog to.
9qEaVwIXqR4,[120:180],[139.24:156.05],Various arm muscles of the body are shown and described.
yfHeseDld1U,[180:240],[180.0:202.51],The woman shakes the tube of the blender many times.
teDntqo0KhQ,[0:60],[11.7:16.51],the woman wearing a black color dress in this video
PrA2jyHjPRk,[120:180],[138.06:165.16],"For the most part, cuts of meat to barbecue vary widely from region to region. Traditionally, beef and pork cuts are most common, but poultry (chicken and turkey) is widely prepared, and lamb and goat are regional favorites."
F7odsJ3RKVU,[0:60],[28.81:60.02],The man is very good explain easily to cooked the dish with three integrants.
VkNtdMmxUNw,[180:240],[180.0:184.97],The chef stirs the protein drink with a spoon.
FqOpx_vvKWQ,[180:240],[189.6:194.89],A fine tip Sharpie marker is used to write on an origami cat.
1N2Y1pb1AZE,[120:180],[156.31:166.52],"A woman works on a craft project, using scissors and then a glue gun."
be3rWeDgNIo,[0:60],[17.71:30.61],The women had high heels foot wear on her hand on this video.
A6nenmFdHDc,[120:180],[127.61:153.8],The man places meat into a cut peice of dough and folds the dough around it.
htQ3mkv-dJY,[0:60],[54.3:57.9],The man rips off basil leaves off the plant
Q_kqqZA3dpc,[0:60],[20.11:44.12],The man explains the popularity of steel-cut oats and their unique properties.
KLIjWyYhfhI,[0:60],[9.6:19.51],A tire side-wall is held up close to the camera.
_uCRePNIGt8,[180:240],[222.0:227.87],A teenage girl pins two large pieces of fabric together with right sides facing each other.
pzmVBlGrPrA,[120:180],[140.95:161.29],the women cooking to the kitchen room
pzmVBlGrPrA,[120:180],[161.29:181.63],the women cooking to the kitchen room
8Chdkxd_W00,[0:60],[49.8:54.3],the lady describes about the blender in this video
gOr-IhA20KE,[60:120],[60.0:70.06],Steam oats to make them soft for easy pressing to flatten.
5RLQ9WMP2Es,[180:240],[198.82:225.66],The man in the garden and sharing the info.
ASmpPRqPb5I,[60:120],[69.54:75.39],the man wearing a black color cap in this video
Yrpwrh_yyPI,[60:120],[74.86:105.52],The man prepation the milk chocolet remady.
wLct7OODK-c,[0:60],[39.31:59.72],"The woman is adding strawberries, dates, ice, and lime juice into a blender."
2bvHCDlSGXs,[180:240],[180.25:198.32],The man add some liquid into the bowl and mix it
2U_MqTc1-HI,[60:120],[60.0:85.75],In a glass jar a lady make mixture of liquid to put a rose
g_cuSSgmnvU,[120:180],[141.04:160.57],The man is putting some ingreadients and mixing well
xMn5gYrwpiM,[0:60],[21.91:41.11],The video how to big stitch hand quilting tips.
30_Z7ImYuVE,[60:120],[60.0:86.71],The woman picks up the carrot slices from the white plate and drops them into the steaming stove.
jp612uB3FnQ,[60:120],[84.82:91.87],Woman pours glowstick contents into cup and turns off lights to show it glowing.
Ey9lpD8_B2M,[0:60],[13.8:24.01],The cook adds a bannana to the bowl and mashes it.
svcrZxzqidM,[60:120],[60.0:80.44],A woman talking about secret ingredient.
epwO-fu2ebE,[0:60],[40.22:60.03],A person sits a tire upright and then measures the width with a caliper.
FhShuSP187U,[120:180],[145.84:179.98],hold your ears kid the processor is loud
H1qGc2stHeg,[60:120],[84.32:98.48],A woman talks about parchment paper pan liners she found on Amazon.
EUrD43qeiXo,[60:120],[99.17:105.84],A watermelon and berry smoothie is poured into a clear glass.
76-UsBbCVRc,[0:60],[8.1:32.71],"The woman put some pink pepper ,cumin and cook it in the medium heat for 30 seconds"
8E5PD63DfDE,[180:240],[180.0:192.29],Person is folding a 1 dollar bill using both hands
uLEBF0Nlt58,[120:180],[149.57:180.98],The woman is preparing the soup in this video.
8Qz14jmVlTM,[0:60],[0.0:11.71],The woman is going to show off her recipe on how to make a blueberry crumble.
dYyIcE0aqqo,[180:240],[185.4:190.2],The woman adds half a cup of coconut oil.
cZuBH1q7tGg,[180:240],[197.27:222.88],The man explane the offers of the shops.
VF7-O5MGWQI,[60:120],[107.12:116.12],The woman is rolling the pastry sheet into a roll
Lze2Wk0nDNI,[0:60],[0.0:20.4],Football pedia to show out the sports shoes.
rbXRxFrD9Lo,[0:60],[16.8:30.3],THAT MAN IS PUNCHING THE SCREW IN TYRE.
tRfo5vy-uiQ,[180:240],[213.93:221.34],The person turns the white piece of paper 180 degrees.
UlwAAoIzodU,[0:60],[15.31:39.02],The man wxplane mat desine .
9kED7BJGYSs,[60:120],[79.39:107.09],The girl hire style showing and given the ideas.
kK_v-3nSAAg,[120:180],[122.42:145.71],The man is cutting the mango and putting into the mixer
ym8gIfN5mC0,[60:120],[60.0:76.15],The woman describes the tools she'll be painting with.
Eml9TTNAWsw,[120:180],[152.27:180.9],The man demonstrates moving the tire to the side so that is easier to access the interior side of the tire.
dqxqbvyOnMY,[60:120],[79.33:100.18],The man explane summer and winter seacion of animals diseases.
fiCSidh7qEg,[0:60],[29.71:42.92],The woman tightening the clamp bolt to the wooden materal edge on this video.
Arn8ExQ2Gjg,[180:240],[194.25:196.98],a man in black shirt is talking while two keyboards are shown in front of him
gkSvJTcGFJA,[60:120],[60.0:68.7],The woman pours all the liquid into the pitcher.
WMNdYaMQ4fA,[120:180],[142.49:151.12],The woman uses a knife to slice the dough straight across.
yfNcTuBLePM,[0:60],[38.42:52.22],The woman mixed the ingreidients at transparent bowl using spoon after that added cup of sugar.
DxFnQdzexO8,[60:120],[76.87:99.27],Putting three different types of sugar into a mixing bowl.
oiwTItTYEdI,[60:120],[81.01:86.71],the woman describes about the hand crafted work in this video
K3On5qrLH9w,[0:60],[11.72:30.34],A woman describes how to avoid common quilting pitfalls.
OaNhjuWiXoE,[180:240],[180.0:185.13],Person is massaging dough with one hands that's in the bowl
cbiBVIOpZ64,[60:120],[66.07:76.69],THAT LADY IS PREPARING OATS DISH AND STIRRING WELL.
7l9RxCquQNQ,[60:120],[70.47:90.49],The woman scoops a can of condensed milk into the bowl.
rSKoBuMlX0U,[0:60],[20.71:26.71],The person in the video holds a red towel in front of the camera.
zese1MJbbug,[180:240],[180.0:186.79],A steak is cooking in the hot skillet that is also emitting smoke from it
NKdKch48Maw,[120:180],[135.81:140.02],Steam appears on screen.
0aOTtlrBRpE,[0:60],[36.9:45.0],The woman collects berries from bushes and trees.
YfAVS4KgJUg,[180:240],[231.44:242.35],Woman folds the triangle on a piece of origami.
jV4SUW4OTMo,[60:120],[71.07:85.21],A woman beats eggs and a cup of heavy cream together in a bowl.
_0caGwSdhew,[60:120],[74.33:83.17],The man is adding extra water to the blender.
P6UbGf3pe0w,[120:180],[135.82:165.04],"A simple but delicious recipe for Indian flatbread. Serve with Indian curry, main dishes, or even use to make sandwich wraps. Enjoy!"
HML9mSDyB6I,[120:180],[131.13:143.76],Man explains a step in folding origami.
Q-Kp2IIW9hU,[0:60],[42.6:60.0],"A man begins a recipe for porridge, starting with milk in a medium sized pot."
HwTAA5Y-4-4,[0:60],[23.1:41.55],The man is very good explain about cycle  in this video.
HwTAA5Y-4-4,[0:60],[41.55:60.0],The man is very good explain about cycle  in this video.
qYXEJGpz57w,[180:240],[183.43:193.87],Vanilla is pour into a glass and vanilla beans are shown alongside it.
wJeGWJ5G9YQ,[0:60],[31.81:40.82],Two males blew bubbles behind another man while he was on a computer.
9IKG6vMPPaU,[0:60],[5.4:35.4],Combining ingredients that are in small containers to cook a sausage roll.
yBamYoV1Sos,[60:120],[89.2:95.35],women measuring toy head by some paper pecies
c3f_O09IxkA,[0:60],[17.4:45.3],The woman making the rotis to the hart percent tips.
fPGtg-ZWI6g,[120:180],[143.77:166.62],The video in so many little children.
HbaDcnKnvKA,[180:240],[195.93:207.08],Several women show how a large quilt frame works.
T0YmdqCWIDA,[0:60],[22.2:33.0],"The man is describing about ingredients like fruits(apple,cucumber) required for preparing JAMAICAN DRINK"
_1ouPPzarZA,[0:60],[4.2:12.91],The video in letter was Julia Childs
v_X_HBfqrKg,[120:180],[141.01:145.51],the woman spread the oil along over the pan
Rb_CgN3Gchw,[0:60],[19.8:36.0],A man discusses a certain type of food while outside in his cabana.
o9S7y6eeQH0,[180:240],[180.0:197.31],The woman makes evenly spaced cuts in the cloth.
Lu_ATtJ3mvM,[0:60],[0.0:24.31],The woman is going to describe how to quilt a quilt and gives examples of options.
9qBMr8ysyqw,[60:120],[61.86:78.08],The man is tasting the smoothie and is quite satisfied.
jbR6AVyboPM,[0:60],[19.8:46.5],"Food preparation involves the entire spectrum of events - from obtaining to eating food - and most of the food that we get in raw form is not best to eat as is. So, the first step in food preparation is cleaning the food."
ym8gIfN5mC0,[0:60],[9.6:12.61],The person is drawing a tree
2Hfj0hdGEp0,[60:120],[91.07:96.56],the woman put a sliced almonds in to the glass jar
OwrUMMMfNyM,[60:120],[79.81:102.37],the video is a part for the hardware tools.
f5OQdPrOXzM,[60:120],[78.91:106.52],The woman explane ho to verity colours of cloth desine to make hand made.
0rUGyLr93T8,[0:60],[7.5:12.31],the woman describes about the hand crafted basket in this video
fcmRDrfTTX0,[0:60],[3.3:14.11],"A man stands outdoors beside a bicycle, touching the front wheel as snow falls around him."
fEGt47E2hEk,[60:120],[82.81:99.67],A woman works on preparing something in her kitchen - she moves quickly!
RA9FIWK8OUY,[0:60],[46.82:60.03],The puppet dabs its bubble blowing straw into a plate that is filled with soap.
MgtdVq0Rscw,[120:180],[122.74:129.44],The lady is putting the spinach into the jar.
M3XupY64s88,[120:180],[122.1:124.2],Woman is flipping a cooked steak on a plate.
ph5i4oKfvBQ,[0:60],[9.3:27.45],A woman talking about the paper hat making
ph5i4oKfvBQ,[0:60],[27.45:45.6],A woman talking about the paper hat making
8alg42iEGPs,[60:120],[60.0:91.16],the man is showing me a tutorial on how to fold a samurai hand
_nQrvnn3eqA,[60:120],[98.5:114.21],The man discribes the kinds of meat that are minced in the cup.
h8X9mq1wBUU,[180:240],[217.32:224.97],"The man slices the pastry in half with a knife, and separates the pieces."
ZBqbJRqxMqs,[60:120],[66.93:80.49],"A woman pours fluid from a decanter into a spoon, then adds it to a pan."
Fz1Iln5CnEw,[0:60],[0.0:30.01],The man is sharing about their riding in this video.
